Zone_ID,Image_Source_ID,Image_Type,NDVI,NDRE,RGB_Damage_Score,UAV_Timestamp,N,P,K,Moisture,pH,Temperature,Humidity,NDI_Label,PDI_Label,Semantic_Tag,Action_Suggested,Energy_Consumed_mAh,Latency_ms,Current_Node,Migrated_To,Migration_Required,Migration_Timestamp
Z7,IMG_Z7_202504180645.jpg,RGB,,,0.31,4/18/2025 6:45,58,19,61,8.84,7.16,39.15,73.77,Medium,Medium,"Pest-risk, K-deficiency",Irrigate,4.3,20.25,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202505240520.jpg,Multispectral,0.52,0.28,,5/24/2025 5:20,19,44,42,20.27,6.32,32.46,32.12,Medium,Low,"Healthy, P-deficiency",Monitor,8.46,78.36,Cloud-Node-2,Cloud-Node-2,No,
Z7,IMG_Z7_202510192330.jpg,Multispectral,0.61,0.25,,10/19/2025 23:30,46,25,67,25.0,6.24,27.62,43.59,Medium,Low,"N-deficiency, N-deficiency",Monitor,1.37,30.27,Edge-Node-A,Edge-Node-A,No,
Z7,IMG_Z7_202508010345.jpg,RGB,,,0.35,08/01/2025 3:45,23,36,70,23.19,5.42,24.64,64.53,Low,Low,"K-deficiency, K-deficiency",Apply Fertilizer,8.21,84.27,Edge-Node-B,Edge-Node-B,No,
Z3,IMG_Z3_202506081940.jpg,Multispectral,0.66,0.4,,06/08/2025 19:40,65,30,59,8.81,7.78,30.2,52.25,Medium,Medium,"Healthy, N-deficiency",Apply Pesticide,9.36,96.27,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202509152045.jpg,Multispectral,0.82,0.57,,9/15/2025 20:45,17,12,33,14.13,5.44,34.29,47.73,Medium,High,"Pest-risk, N-deficiency",Irrigate,1.31,18.86,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202509170210.jpg,RGB,,,0.74,9/17/2025 2:10,72,18,55,20.83,5.38,26.18,47.29,Low,Medium,"Healthy, P-deficiency",Apply Fertilizer,5.08,90.14,Edge-Node-B,Edge-Node-B,No,
Z8,IMG_Z8_202510140605.jpg,RGB,,,0.54,10/14/2025 6:05,46,44,80,12.74,7.4,31.25,71.24,Medium,Low,"N-deficiency, Healthy",Monitor,2.81,39.34,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202508291150.jpg,Multispectral,0.62,0.14,,8/29/2025 11:50,25,6,76,16.35,7.23,18.1,72.43,High,High,"Pest-risk, Healthy",Irrigate,2.56,49.51,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202504030200.jpg,Multispectral,0.86,0.57,,04/03/2025 2:00,35,35,45,20.57,7.55,24.98,83.03,Medium,Medium,"Healthy, Healthy",Apply Fertilizer,1.78,78.65,Cloud-Node-2,Cloud-Node-2,No,
Z7,IMG_Z7_202510010100.jpg,Multispectral,0.42,0.54,,10/01/2025 1:00,42,34,36,35.14,6.51,24.49,86.25,Medium,Low,"N-deficiency, K-deficiency",Irrigate,8.05,59.95,Edge-Node-A,Edge-Node-A,No,
Z8,IMG_Z8_202509021215.jpg,Multispectral,0.65,0.11,,09/02/2025 12:15,20,28,76,21.08,5.74,37.62,69.86,Medium,Medium,"N-deficiency, Pest-risk",Apply Fertilizer,7.45,30.89,Cloud-Node-2,Edge-Node-A,Yes,09/02/2025 12:15
Z1,IMG_Z1_202504091125.jpg,Multispectral,0.76,0.13,,04/09/2025 11:25,40,42,78,21.0,7.01,20.4,79.57,Medium,Low,"P-deficiency, Pest-risk",Apply Fertilizer,9.26,29.91,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202505142125.jpg,RGB,,,0.8,5/14/2025 21:25,16,33,29,33.64,7.15,37.69,90.99,Medium,Low,"P-deficiency, Healthy",Apply Fertilizer,8.69,13.69,Cloud-Node-1,Cloud-Node-2,Yes,5/14/2025 21:25
Z5,IMG_Z5_202509021115.jpg,Multispectral,0.63,0.12,,09/02/2025 11:15,60,27,32,37.8,5.86,34.08,91.72,Low,Low,"P-deficiency, K-deficiency",Irrigate,1.46,41.31,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202505171940.jpg,RGB,,,0.91,5/17/2025 19:40,40,18,88,20.73,5.52,24.01,56.49,Low,Low,"Healthy, Healthy",Apply Fertilizer,1.96,11.85,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202508020355.jpg,RGB,,,0.41,08/02/2025 3:55,41,35,64,10.16,7.57,29.81,34.79,High,Medium,"Pest-risk, Pest-risk",Apply Fertilizer,7.87,63.87,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202505100530.jpg,RGB,,,0.72,05/10/2025 5:30,35,12,83,26.94,5.0,34.22,63.42,Medium,Low,"Healthy, K-deficiency",Apply Fertilizer,6.19,85.84,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202507201330.jpg,RGB,,,0.95,7/20/2025 13:30,57,28,88,20.79,6.16,40.41,86.13,Medium,Low,"P-deficiency, K-deficiency",Apply Fertilizer,7.32,34.16,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202504280055.jpg,Multispectral,0.85,0.53,,4/28/2025 0:55,17,30,75,34.41,7.03,37.92,87.11,High,Low,"K-deficiency, Healthy",Apply Pesticide,6.06,44.9,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202504181640.jpg,Multispectral,0.35,0.33,,4/18/2025 16:40,20,44,43,15.29,7.52,32.57,89.99,Medium,Low,"P-deficiency, Pest-risk",Apply Pesticide,2.02,99.06,Edge-Node-A,Edge-Node-A,No,
Z1,IMG_Z1_202509091455.jpg,Multispectral,0.64,0.39,,09/09/2025 14:55,49,40,26,11.81,6.7,33.27,32.56,Low,Low,"K-deficiency, Healthy",Monitor,3.93,94.21,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202507250155.jpg,Multispectral,0.29,0.59,,7/25/2025 1:55,43,12,71,9.1,7.03,20.1,79.64,Low,High,"Healthy, Healthy",Monitor,4.41,24.49,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202508071130.jpg,Multispectral,0.89,0.53,,08/07/2025 11:30,67,13,46,32.46,5.53,28.93,79.7,Low,Medium,"Pest-risk, K-deficiency",Apply Pesticide,3.0,10.14,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202510071910.jpg,Multispectral,0.66,0.21,,10/07/2025 19:10,32,12,81,12.91,7.19,31.37,83.67,Medium,High,"P-deficiency, Pest-risk",Apply Pesticide,3.2,62.73,Cloud-Node-2,Cloud-Node-2,No,
Z5,IMG_Z5_202510230530.jpg,Multispectral,0.47,0.19,,10/23/2025 5:30,18,18,24,26.01,6.21,31.38,74.39,High,Low,"P-deficiency, N-deficiency",Apply Fertilizer,3.79,42.74,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202508081840.jpg,Multispectral,0.53,0.33,,08/08/2025 18:40,17,6,68,21.68,5.46,34.64,42.43,Medium,Low,"N-deficiency, Pest-risk",Apply Pesticide,8.23,47.46,Cloud-Node-2,Edge-Node-B,Yes,08/08/2025 18:40
Z4,IMG_Z4_202504170505.jpg,Multispectral,0.87,0.24,,4/17/2025 5:05,64,37,56,13.0,6.01,37.1,45.23,Medium,Medium,"N-deficiency, K-deficiency",Irrigate,9.66,39.55,Cloud-Node-1,Cloud-Node-1,No,
Z7,IMG_Z7_202510041900.jpg,Multispectral,0.48,0.37,,10/04/2025 19:00,39,41,83,12.33,5.27,22.19,76.22,High,High,"K-deficiency, Pest-risk",Monitor,5.27,29.05,Edge-Node-B,Edge-Node-B,No,
Z3,IMG_Z3_202509020220.jpg,RGB,,,0.73,09/02/2025 2:20,63,10,35,10.96,6.31,26.09,26.27,Medium,Low,"N-deficiency, K-deficiency",Apply Pesticide,3.29,58.24,Edge-Node-B,Edge-Node-B,No,
Z4,IMG_Z4_202505040310.jpg,Multispectral,0.86,0.42,,05/04/2025 3:10,41,5,81,36.55,7.01,21.03,61.65,High,Low,"K-deficiency, Healthy",Monitor,1.05,60.95,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202506111805.jpg,RGB,,,0.47,06/11/2025 18:05,15,16,89,14.19,6.59,22.45,58.88,Medium,High,"Healthy, Pest-risk",Monitor,7.92,16.78,Edge-Node-B,Edge-Node-B,No,
Z4,IMG_Z4_202506061935.jpg,Multispectral,0.62,0.12,,06/06/2025 19:35,50,13,59,14.11,6.38,38.38,53.53,Medium,Medium,"P-deficiency, Healthy",Apply Fertilizer,8.62,72.51,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202509211300.jpg,RGB,,,0.86,9/21/2025 13:00,63,6,54,32.05,5.97,23.27,75.35,Medium,Low,"Healthy, K-deficiency",Monitor,8.58,69.58,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202506142215.jpg,RGB,,,0.3,6/14/2025 22:15,63,36,32,34.89,5.81,22.04,75.24,High,High,"Pest-risk, Pest-risk",Monitor,3.72,17.03,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202505080540.jpg,RGB,,,0.59,05/08/2025 5:40,45,41,30,27.22,6.63,29.94,39.74,Low,High,"P-deficiency, K-deficiency",Apply Fertilizer,4.33,38.82,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202510050550.jpg,RGB,,,1.0,10/05/2025 5:50,69,43,74,36.36,5.2,20.77,37.87,High,Low,"Pest-risk, Healthy",Apply Pesticide,6.09,26.4,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202509142315.jpg,Multispectral,0.45,0.15,,9/14/2025 23:15,37,42,89,9.25,7.24,19.53,48.87,Medium,Medium,"Pest-risk, K-deficiency",Irrigate,5.63,19.05,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202509251630.jpg,RGB,,,0.53,9/25/2025 16:30,23,34,90,9.58,6.04,20.55,89.15,Medium,High,"K-deficiency, P-deficiency",Apply Pesticide,3.3,28.26,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202508190025.jpg,Multispectral,0.34,0.29,,8/19/2025 0:25,34,24,49,13.8,6.32,20.86,44.11,High,Low,"P-deficiency, N-deficiency",Monitor,3.16,97.23,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202505290900.jpg,RGB,,,0.89,5/29/2025 9:00,59,34,57,15.27,5.33,34.83,51.67,Medium,Medium,"P-deficiency, Healthy",Apply Fertilizer,9.32,81.39,Cloud-Node-2,Edge-Node-B,Yes,5/29/2025 9:01
Z1,IMG_Z1_202510250110.jpg,Multispectral,0.48,0.42,,10/25/2025 1:10,42,15,77,21.43,7.76,37.4,81.46,Medium,Low,"N-deficiency, Healthy",Apply Fertilizer,7.41,96.15,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202509130450.jpg,Multispectral,0.49,0.25,,9/13/2025 4:50,41,38,72,37.0,5.99,19.28,69.53,Medium,Low,"P-deficiency, Healthy",Apply Fertilizer,6.69,95.54,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202504141945.jpg,RGB,,,0.13,4/14/2025 19:45,64,6,62,24.59,8.0,24.88,29.16,Medium,High,"N-deficiency, K-deficiency",Irrigate,9.89,79.98,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202510221410.jpg,RGB,,,0.65,10/22/2025 14:10,32,31,90,34.01,6.89,41.41,52.37,Medium,Low,"N-deficiency, K-deficiency",Irrigate,8.52,82.43,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202506050440.jpg,Multispectral,0.44,0.28,,06/05/2025 4:40,59,20,79,14.56,7.63,38.46,25.54,Medium,Low,"Pest-risk, N-deficiency",Apply Pesticide,7.48,54.11,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202506081555.jpg,Multispectral,0.73,0.11,,06/08/2025 15:55,16,27,42,14.45,7.04,18.33,68.48,Medium,High,"Healthy, Healthy",Monitor,3.72,93.61,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202505261235.jpg,RGB,,,0.85,5/26/2025 12:35,54,14,79,23.28,7.28,26.38,51.28,High,Low,"Healthy, K-deficiency",Apply Fertilizer,6.66,89.77,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202504080615.jpg,Multispectral,0.29,0.6,,04/08/2025 6:15,35,41,89,32.72,6.65,24.01,57.33,Low,Low,"N-deficiency, Healthy",Apply Fertilizer,3.13,92.05,Edge-Node-B,Edge-Node-B,No,
Z9,IMG_Z9_202510090245.jpg,RGB,,,0.63,10/09/2025 2:45,46,18,53,14.02,5.94,25.03,57.2,Low,Medium,"N-deficiency, Pest-risk",Irrigate,4.6,79.6,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202504030515.jpg,RGB,,,0.46,04/03/2025 5:15,70,31,29,24.34,5.26,40.78,73.32,Medium,Low,"P-deficiency, P-deficiency",Irrigate,5.25,38.68,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202510082020.jpg,RGB,,,0.67,10/08/2025 20:20,64,44,77,22.77,7.07,38.34,36.98,High,Medium,"Pest-risk, Healthy",Apply Pesticide,2.19,90.92,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202510200050.jpg,RGB,,,0.1,10/20/2025 0:50,51,7,67,21.35,5.48,29.05,31.38,Low,Medium,"K-deficiency, K-deficiency",Monitor,1.42,88.75,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202510181050.jpg,Multispectral,0.34,0.49,,10/18/2025 10:50,54,27,64,34.57,5.55,40.78,62.37,High,Medium,"N-deficiency, N-deficiency",Apply Fertilizer,8.78,97.3,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202504161950.jpg,Multispectral,0.73,0.1,,4/16/2025 19:50,23,5,54,25.33,5.12,27.04,71.66,Medium,Low,"Healthy, K-deficiency",Apply Pesticide,3.68,92.73,Cloud-Node-2,Cloud-Node-2,No,
Z8,IMG_Z8_202505210620.jpg,RGB,,,0.65,5/21/2025 6:20,72,43,40,10.59,6.56,39.47,81.41,Low,Low,"Healthy, Pest-risk",Apply Fertilizer,7.37,50.98,Cloud-Node-2,Cloud-Node-2,No,
Z10,IMG_Z10_202507150915.jpg,Multispectral,0.43,0.27,,7/15/2025 9:15,65,14,37,12.47,5.06,20.85,59.97,Medium,Low,"P-deficiency, Healthy",Apply Fertilizer,6.77,90.13,Edge-Node-A,Edge-Node-A,No,
Z8,IMG_Z8_202510231225.jpg,Multispectral,0.7,0.24,,10/23/2025 12:25,48,40,49,25.07,7.43,39.27,34.83,Low,Medium,"P-deficiency, N-deficiency",Irrigate,4.02,59.66,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202509171130.jpg,Multispectral,0.6,0.5,,9/17/2025 11:30,18,26,88,28.75,5.09,24.37,52.77,Medium,High,"N-deficiency, Healthy",Monitor,8.19,93.41,Edge-Node-B,Edge-Node-B,No,
Z1,IMG_Z1_202506230315.jpg,Multispectral,0.89,0.45,,6/23/2025 3:15,19,24,93,18.79,6.34,36.4,70.89,High,High,"K-deficiency, Healthy",Monitor,4.29,79.84,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202509150140.jpg,RGB,,,0.52,9/15/2025 1:40,32,23,61,9.42,5.48,34.93,33.34,High,Low,"K-deficiency, K-deficiency",Apply Pesticide,8.04,43.06,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202510020025.jpg,RGB,,,0.46,10/02/2025 0:25,29,34,42,22.87,6.74,35.21,38.52,Medium,Low,"Pest-risk, K-deficiency",Irrigate,6.42,80.73,Cloud-Node-2,Cloud-Node-2,No,
Z10,IMG_Z10_202508012250.jpg,RGB,,,0.33,08/01/2025 22:50,41,43,70,29.05,6.81,20.27,25.08,Low,Medium,"Pest-risk, K-deficiency",Apply Fertilizer,8.55,84.02,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202506280210.jpg,RGB,,,0.42,6/28/2025 2:10,39,23,63,34.83,6.83,33.65,29.02,Medium,Low,"K-deficiency, Pest-risk",Monitor,7.66,30.39,Edge-Node-B,Edge-Node-B,No,
Z9,IMG_Z9_202506282315.jpg,RGB,,,0.19,6/28/2025 23:15,25,44,45,26.06,5.65,24.77,62.29,Medium,Low,"N-deficiency, Healthy",Irrigate,3.26,15.34,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202505100950.jpg,Multispectral,0.28,0.45,,05/10/2025 9:50,32,18,61,13.91,7.12,28.39,26.63,Low,Low,"K-deficiency, Healthy",Apply Pesticide,5.53,87.85,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202505180510.jpg,Multispectral,0.27,0.51,,5/18/2025 5:10,51,9,73,24.19,5.67,29.9,54.68,Low,Low,"Healthy, N-deficiency",Monitor,4.74,81.22,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202507072225.jpg,Multispectral,0.35,0.3,,07/07/2025 22:25,35,11,23,34.66,6.17,40.06,67.28,High,High,"K-deficiency, K-deficiency",Monitor,6.93,98.07,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202510140640.jpg,RGB,,,0.1,10/14/2025 6:40,69,40,59,10.45,7.67,19.5,55.07,Low,High,"N-deficiency, Healthy",Monitor,7.21,28.81,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202505120530.jpg,RGB,,,0.05,05/12/2025 5:30,54,20,56,32.83,7.31,37.23,55.14,High,Low,"Pest-risk, P-deficiency",Irrigate,2.9,64.16,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202506240210.jpg,Multispectral,0.75,0.45,,6/24/2025 2:10,16,16,51,18.57,7.25,18.81,94.87,Low,Low,"Pest-risk, Pest-risk",Apply Pesticide,5.71,10.47,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202505261145.jpg,Multispectral,0.71,0.34,,5/26/2025 11:45,64,16,43,37.33,5.15,41.9,75.93,Medium,Low,"N-deficiency, N-deficiency",Irrigate,6.62,86.0,Cloud-Node-2,Cloud-Node-2,No,
Z3,IMG_Z3_202508041015.jpg,RGB,,,0.52,08/04/2025 10:15,73,22,71,24.99,5.72,39.62,75.1,High,Medium,"Pest-risk, Pest-risk",Monitor,9.38,19.15,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202504261045.jpg,Multispectral,0.29,0.44,,4/26/2025 10:45,29,43,50,15.81,5.44,20.13,85.19,Medium,High,"Pest-risk, K-deficiency",Irrigate,6.74,35.72,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202509220730.jpg,Multispectral,0.49,0.6,,9/22/2025 7:30,67,40,28,10.87,7.1,21.11,51.6,Low,Low,"N-deficiency, Pest-risk",Apply Fertilizer,9.02,66.7,Edge-Node-B,Edge-Node-B,No,
Z8,IMG_Z8_202504240150.jpg,RGB,,,0.11,4/24/2025 1:50,51,15,27,36.63,6.62,40.94,60.26,Medium,Low,"Healthy, K-deficiency",Monitor,5.87,43.45,Edge-Node-A,Edge-Node-A,No,
Z1,IMG_Z1_202507231620.jpg,Multispectral,0.84,0.31,,7/23/2025 16:20,69,44,66,28.89,5.83,28.49,71.88,Medium,Medium,"N-deficiency, K-deficiency",Apply Pesticide,1.71,51.55,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202504280815.jpg,RGB,,,0.21,4/28/2025 8:15,39,18,70,37.18,5.81,21.19,82.75,Medium,High,"P-deficiency, K-deficiency",Irrigate,8.85,56.61,Cloud-Node-2,Cloud-Node-2,No,
Z5,IMG_Z5_202506252310.jpg,Multispectral,0.69,0.35,,6/25/2025 23:10,30,30,51,36.43,7.59,29.83,86.89,High,Low,"Pest-risk, Healthy",Irrigate,7.98,63.09,Cloud-Node-1,Cloud-Node-2,Yes,6/25/2025 23:11
Z8,IMG_Z8_202504100030.jpg,RGB,,,0.12,04/10/2025 0:30,15,18,90,37.32,6.32,38.71,43.05,Medium,Medium,"Healthy, N-deficiency",Apply Fertilizer,1.01,43.2,Cloud-Node-2,Cloud-Node-2,No,
Z7,IMG_Z7_202506240535.jpg,Multispectral,0.52,0.4,,6/24/2025 5:35,45,16,44,25.7,6.05,26.91,37.45,High,High,"N-deficiency, P-deficiency",Apply Fertilizer,6.22,86.41,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202507081955.jpg,Multispectral,0.51,0.23,,07/08/2025 19:55,50,24,74,8.64,7.17,35.63,57.02,High,High,"N-deficiency, P-deficiency",Irrigate,7.09,68.29,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202507200800.jpg,Multispectral,0.87,0.25,,7/20/2025 8:00,54,5,68,16.32,6.86,22.24,68.84,Medium,Low,"Healthy, N-deficiency",Apply Fertilizer,4.84,55.01,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202507220705.jpg,Multispectral,0.64,0.1,,7/22/2025 7:05,50,15,50,15.13,6.79,35.52,93.57,Medium,Low,"Healthy, Healthy",Monitor,2.11,99.45,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202508201540.jpg,RGB,,,0.46,8/20/2025 15:40,38,39,92,37.78,6.61,33.29,47.01,High,Medium,"P-deficiency, K-deficiency",Monitor,5.96,71.78,Cloud-Node-1,Edge-Node-B,Yes,8/20/2025 15:41
Z9,IMG_Z9_202510011705.jpg,Multispectral,0.68,0.2,,10/01/2025 17:05,73,36,39,27.07,6.0,33.38,48.97,Medium,Medium,"Healthy, Healthy",Apply Fertilizer,4.71,95.34,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202507241350.jpg,Multispectral,0.27,0.42,,7/24/2025 13:50,26,21,86,14.16,7.63,37.2,86.38,Medium,Medium,"K-deficiency, Pest-risk",Monitor,7.88,29.19,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202510111245.jpg,Multispectral,0.56,0.41,,10/11/2025 12:45,46,17,42,12.17,7.42,18.56,71.46,Medium,Low,"N-deficiency, Healthy",Apply Pesticide,5.58,25.56,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202508160710.jpg,RGB,,,0.05,8/16/2025 7:10,37,26,73,21.82,7.58,32.19,25.35,Low,Low,"K-deficiency, N-deficiency",Irrigate,7.15,76.82,Cloud-Node-2,Cloud-Node-2,No,
Z7,IMG_Z7_202507310420.jpg,RGB,,,0.53,7/31/2025 4:20,70,39,36,25.09,5.09,29.78,35.18,Medium,Low,"P-deficiency, N-deficiency",Apply Fertilizer,6.16,30.66,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202507270205.jpg,RGB,,,0.09,7/27/2025 2:05,59,34,69,14.81,6.8,26.65,25.65,Medium,Low,"Pest-risk, N-deficiency",Apply Pesticide,8.21,62.03,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202505200155.jpg,RGB,,,0.03,5/20/2025 1:55,36,20,85,24.34,7.82,34.51,94.38,High,Medium,"N-deficiency, P-deficiency",Monitor,9.89,57.44,Edge-Node-A,Edge-Node-A,No,
Z6,IMG_Z6_202507070135.jpg,RGB,,,0.77,07/07/2025 1:35,49,33,62,23.82,5.93,23.96,70.85,Medium,Medium,"N-deficiency, K-deficiency",Monitor,5.78,23.22,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202507242340.jpg,Multispectral,0.51,0.3,,7/24/2025 23:40,23,16,28,23.54,6.62,38.37,48.71,Medium,High,"N-deficiency, Pest-risk",Monitor,5.64,37.82,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202504031330.jpg,Multispectral,0.9,0.1,,04/03/2025 13:30,54,34,89,9.27,5.43,22.52,69.9,High,High,"N-deficiency, P-deficiency",Irrigate,8.45,91.86,Edge-Node-A,Edge-Node-A,No,
Z3,IMG_Z3_202505252135.jpg,Multispectral,0.85,0.19,,5/25/2025 21:35,34,9,34,31.33,6.87,26.93,32.34,High,Medium,"P-deficiency, P-deficiency",Irrigate,4.13,79.01,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202506140835.jpg,Multispectral,0.71,0.5,,6/14/2025 8:35,59,39,69,28.35,5.26,40.86,76.72,Low,Low,"Pest-risk, Healthy",Irrigate,1.18,25.83,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202506211450.jpg,Multispectral,0.76,0.37,,6/21/2025 14:50,57,23,88,21.56,6.24,18.57,70.23,Medium,High,"P-deficiency, Pest-risk",Irrigate,4.18,60.18,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202508092335.jpg,Multispectral,0.54,0.28,,08/09/2025 23:35,35,13,66,29.51,7.2,36.72,35.98,Low,Low,"P-deficiency, Healthy",Apply Fertilizer,4.98,48.78,Cloud-Node-2,Cloud-Node-2,No,
Z9,IMG_Z9_202506260105.jpg,RGB,,,0.24,6/26/2025 1:05,52,20,59,15.78,6.0,34.62,30.14,Low,High,"Pest-risk, K-deficiency",Apply Fertilizer,1.09,61.36,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202509071555.jpg,Multispectral,0.7,0.17,,09/07/2025 15:55,43,8,74,24.82,5.29,40.91,77.07,High,Medium,"Healthy, Healthy",Apply Fertilizer,3.36,41.86,Cloud-Node-1,Edge-Node-B,Yes,09/07/2025 15:55
Z10,IMG_Z10_202504241730.jpg,RGB,,,0.75,4/24/2025 17:30,42,38,42,19.94,5.86,18.96,61.88,Medium,High,"N-deficiency, N-deficiency",Apply Fertilizer,7.54,81.03,Edge-Node-B,Edge-Node-B,No,
Z4,IMG_Z4_202504240515.jpg,RGB,,,0.05,4/24/2025 5:15,35,20,82,27.44,7.48,34.52,58.17,High,High,"P-deficiency, K-deficiency",Monitor,1.15,85.92,Cloud-Node-2,Cloud-Node-2,No,
Z2,IMG_Z2_202506180405.jpg,Multispectral,0.33,0.47,,6/18/2025 4:05,43,33,44,36.47,5.92,30.16,72.22,Medium,Medium,"K-deficiency, P-deficiency",Monitor,2.79,49.49,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202508091650.jpg,RGB,,,0.45,08/09/2025 16:50,23,17,46,26.36,6.46,22.43,50.15,Medium,Medium,"P-deficiency, K-deficiency",Apply Fertilizer,1.72,33.25,Cloud-Node-1,Cloud-Node-1,No,
Z2,IMG_Z2_202509011755.jpg,Multispectral,0.87,0.49,,09/01/2025 17:55,55,9,51,11.51,7.08,19.01,53.59,Medium,Medium,"Pest-risk, N-deficiency",Monitor,8.46,56.78,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202509210410.jpg,Multispectral,0.37,0.17,,9/21/2025 4:10,68,26,34,11.63,7.54,29.27,39.17,High,Low,"P-deficiency, N-deficiency",Apply Fertilizer,7.0,10.74,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202504230255.jpg,Multispectral,0.57,0.52,,4/23/2025 2:55,23,16,42,23.74,5.72,26.12,57.2,Low,Medium,"P-deficiency, Healthy",Irrigate,1.7,70.71,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202504151815.jpg,RGB,,,0.21,4/15/2025 18:15,17,15,75,17.91,6.63,39.48,55.94,High,Low,"K-deficiency, Pest-risk",Irrigate,4.62,98.24,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202508172210.jpg,Multispectral,0.46,0.5,,8/17/2025 22:10,45,24,86,23.91,6.99,39.52,72.26,High,Medium,"K-deficiency, K-deficiency",Monitor,4.65,44.15,Edge-Node-B,Edge-Node-B,No,
